temps, hour, article, father, orgID, type, ordre, article_age, x, y, z, x1, y1, z1,article_length, article_surface, article_volume, article_diameter, article_growth, article_dry_mass, dist_from_base
60.0, 12.0, maize.MerisRoot@5cbc508c, maize.SegRoot@3ada9e37, 148, 21, 2, 29.0, 1.1287538007473006, 0.5670850367551211, -2.1480208130441976, 1.1286413683230423, 0.5665054521411106, -2.1475080464408745, 0.016660662, 8.7203603E-4, 2.4214498E-6, 0.016660662, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@3419866c, maize.SegRoot@3ada9e37, 2, 20, 1, 28.0, 1.1398846107488694, 0.6244639135421652, -2.198784706773178, 1.1286413683230423, 0.5665054521411106, -2.1475080464408745, 0.1, 0.018849555, 2.8274333E-4, 0.06, 0.0, 1.6158163E-5, 0.0
60.0, 12.0, maize.MerisRoot@63e31ee, maize.SegRoot@3419866c, 153, 21, 2, 28.0, 1.1401507329451053, 0.625226272927022, -2.1993746111508474, 1.1398846107488694, 0.6244639135421652, -2.198784706773178, 0.028096594, 0.0024800315, 1.1613406E-5, 0.028096594, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@68fb2c38, maize.SegRoot@3419866c, 2, 20, 1, 28.0, 1.1664968303724532, 0.7006998520278453, -2.257775144540133, 1.1398846107488694, 0.6244639135421652, -2.198784706773178, 0.1, 0.018849555, 2.8274333E-4, 0.06, 0.0, 1.6158163E-5, 0.0
60.0, 12.0, maize.MerisRoot@567d299b, maize.SegRoot@68fb2c38, 154, 21, 2, 28.0, 1.1669211285405596, 0.7014254521078578, -2.258316878439967, 1.1664968303724532, 0.7006998520278453, -2.257775144540133, 0.019753218, 0.0012258168, 4.0356376E-6, 0.019753218, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@2eafffde, maize.SegRoot@68fb2c38, 2, 20, 1, 27.0, 1.2089266471830962, 0.7732598600290839, -2.3119485345235806, 1.1664968303724532, 0.7006998520278453, -2.257775144540133, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.MerisRoot@59690aa4, maize.SegRoot@2eafffde, 163, 21, 2, 27.0, 1.2089608601630475, 0.7732975784019019, -2.3119802645754852, 1.2089266471830962, 0.7732598600290839, -2.3119485345235806, 0.024208268, 0.0018410998, 7.4283066E-6, 0.024208268, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@6842775d, maize.SegRoot@2eafffde, 2, 20, 1, 26.0, 1.212347945178224, 0.7770316973108918, -2.3151215397140543, 1.2089266471830962, 0.7732598600290839, -2.3119485345235806, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.MerisRoot@574caa3f, maize.SegRoot@6842775d, 172, 21, 2, 26.0, 1.2123726695240422, 0.7770772220883765, -2.3151518085296554, 1.212347945178224, 0.7770316973108918, -2.3151215397140543, 0.019953238, 0.0012507677, 4.1594776E-6, 0.019953238, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@64cee07, maize.SegRoot@6842775d, 2, 20, 1, 25.0, 1.2148203797600499, 0.7815841750593588, -2.318148421274172, 1.212347945178224, 0.7770316973108918, -2.3151215397140543, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.MerisRoot@1761e840, maize.SegRoot@64cee07, 181, 21, 2, 25.0, 1.2148285832095134, 0.7816304645855108, -2.3181857037502778, 1.2148203797600499, 0.7815841750593588, -2.318148421274172, 0.022037428, 0.0015257089, 5.6037834E-6, 0.022037428, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@6c629d6e, maize.SegRoot@64cee07, 2, 20, 1, 25.0, 1.2156407247063947, 0.7862131276745522, -2.321876668884776, 1.2148203797600499, 0.7815841750593588, -2.318148421274172, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.MerisRoot@5ecddf8f, maize.SegRoot@6c629d6e, 182, 21, 2, 25.0, 1.2156532838012286, 0.7862589807701575, -2.321913271652423, 1.2156407247063947, 0.7862131276745522, -2.321876668884776, 0.015907325, 7.949579E-4, 2.107609E-6, 0.015907325, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@51565ec2, maize.SegRoot@6c629d6e, 2, 20, 1, 24.0, 1.216896634189788, 0.7907984372350868, -2.325536945649485, 1.2156407247063947, 0.7862131276745522, -2.321876668884776, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@482f8f11, maize.SegRoot@51565ec2, 2, 20, 1, 24.0, 1.217883590766213, 0.7949414158517454, -2.3297632493878404, 1.216896634189788, 0.7907984372350868, -2.325536945649485, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@1593948d, maize.SegRoot@482f8f11, 2, 20, 1, 23.0, 1.2168258567823238, 0.7990180984851923, -2.334036638665235, 1.217883590766213, 0.7949414158517454, -2.3297632493878404, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.MerisRoot@1b604f19, maize.SegRoot@1593948d, 191, 21, 2, 23.0, 1.216810390484774, 0.7990452712106735, -2.334087848395454, 1.2168258567823238, 0.7990180984851923, -2.334036638665235, 0.024003146, 0.0018100317, 7.2410758E-6, 0.024003146, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@7823a2f9, maize.SegRoot@1593948d, 2, 20, 1, 22.0, 1.2152792270273514, 0.8017353710333018, -2.339157611687132, 1.2168258567823238, 0.7990180984851923, -2.334036638665235, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@4cc0edeb, maize.SegRoot@7823a2f9, 2, 20, 1, 22.0, 1.214506772856188, 0.8052955152007227, -2.343925072903682, 1.2152792270273514, 0.8017353710333018, -2.339157611687132, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@457e2f02, maize.SegRoot@4cc0edeb, 2, 20, 1, 21.0, 1.2131124603036885, 0.8090491124293582, -2.3483934505445934, 1.214506772856188, 0.8052955152007227, -2.343925072903682, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.MerisRoot@5c7fa833, maize.SegRoot@457e2f02, 200, 21, 2, 21.0, 1.2131007862206724, 0.8090866085946821, -2.348438813009372, 1.2131124603036885, 0.8090491124293582, -2.3483934505445934, 0.025537917, 0.0020489004, 8.720775E-6, 0.025537917, 0.0, 0.0, 0.0
60.0, 12.0, maize.SegRoot@39aeed2f, maize.SegRoot@457e2f02, 2, 20, 1, 21.0, 1.2119450520020834, 0.8127987289617492, -2.3529296970224687, 1.2131124603036885, 0.8090491124293582, -2.3483934505445934, 0.006, 0.0011309733, 1.69646E-5, 0.06, 0.0, 0.0, 0.0
60.0, 12.0, maize.MerisRoot@724af044, maize.SegRoot@39aeed2f, 201, 21, 2, 21.0, 1.2119196442325224, 0.8128144824937429, -2.3529817188574493, 1.2119450520020834, 0.8127987289617492, -2.3529296970224687, 0.015534886, 7.5816904E-4, 1.9630115E-6, 0.015534886, 0.0, 0.0, 0.0
